total_listings,latitude,longitude,accommodates,bathrooms,bedrooms,num_of_beds,min_nights,max_nights,avail_next_30_days,avail_next_60_days,avail_next_90_days,avail_next_365_days,num_of_reviews,avg_review_score,accuracy_score,cleanliness_score,checkin_score,communication_score,location_score,value_score,years_hosting
1,52.368790000000004,4.867030000000001,4,1.0,3.0,4.0,1,23,28,58,88,88,18,97.0,10.0,10.0,9.0,9.0,10.0,9.0,11.17
1,52.349709999999995,4.86085,4,1.0,2.0,4.0,3,1125,0,0,0,0,18,95.0,10.0,10.0,10.0,10.0,9.0,10.0,8.39
2,52.4142,4.88427,4,2.5,3.0,3.0,2,21,0,0,0,0,34,98.0,10.0,9.0,10.0,10.0,9.0,10.0,5.66
1,52.35226,4.9113,1,1.0,1.0,1.0,5,11,29,59,89,364,31,95.0,9.0,9.0,10.0,10.0,10.0,10.0,5.66
1,52.36003,4.85879,3,1.5,2.0,2.0,7,14,0,0,0,0,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.66
1,52.35973,4.85765,4,1.0,2.0,2.0,1,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85
0,52.36874,4.84888,4,1.0,2.0,2.0,1,1125,30,60,90,365,69,93.0,10.0,9.0,10.0,10.0,9.0,9.0,8.88
1,52.38942,4.88422,2,1.0,1.0,1.0,2,1125,29,59,89,364,50,96.0,9.0,9.0,10.0,10.0,9.0,9.0,5.66
1,52.355290000000004,4.8794699999999995,4,1.0,2.0,0.0,4,1125,27,57,87,362,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43
1,52.35226,4.93665,2,1.0,1.0,1.0,3,1125,0,0,0,0,8,95.0,10.0,10.0,10.0,10.0,9.0,9.0,7.41
1,52.37385,4.89939,2,1.0,1.0,1.0,2,1125,0,0,0,0,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,5.67
1,52.36353,4.92753,2,1.0,1.0,1.0,2,1125,0,0,0,0,16,99.0,10.0,10.0,10.0,10.0,10.0,9.0,6.98
1,52.35615,4.85354,6,2.0,4.0,4.0,3,14,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,7.47
1,52.36786,4.8802,2,1.5,1.0,1.0,2,100,29,59,89,140,47,93.0,10.0,9.0,9.0,10.0,10.0,9.0,6.92
1,52.36476,4.87933,2,1.0,0.0,1.0,2,10,0,0,0,0,41,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.85
1,52.3676,4.86524,2,1.0,1.0,1.0,2,7,0,0,0,0,15,100.0,10.0,10.0,10.0,10.0,9.0,10.0,7.72
1,52.351000000000006,4.9215599999999995,2,1.5,1.0,1.0,1,365,29,59,89,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
1,52.35196,4.85539,2,1.0,1.0,1.0,4,30,0,0,0,0,25,98.0,10.0,10.0,9.0,10.0,10.0,10.0,6.93
1,52.35626,4.85584,4,1.0,2.0,2.0,6,20,30,60,90,365,6,93.0,10.0,9.0,10.0,10.0,10.0,9.0,6.01
1,52.37304,4.87638,4,1.0,2.0,3.0,2,1125,0,0,0,0,49,95.0,10.0,9.0,10.0,10.0,10.0,9.0,8.28
1,52.36391,4.92561,2,1.0,1.0,0.0,2,20,30,50,50,50,32,99.0,10.0,10.0,10.0,10.0,10.0,9.0,7.41
1,52.369,4.8727800000000006,4,1.0,2.0,2.0,1,5,0,0,0,0,4,90.0,10.0,8.0,10.0,9.0,10.0,9.0,5.95
1,52.35503,4.86955,6,2.0,4.0,6.0,2,14,0,0,0,0,28,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.69
1,52.38178,4.96555,4,1.0,3.0,4.0,3,14,0,0,30,120,30,98.0,10.0,9.0,10.0,10.0,10.0,9.0,6.19
1,52.37234,4.87449,3,1.0,1.0,2.0,2,1125,0,0,0,0,19,86.0,9.0,8.0,10.0,9.0,10.0,8.0,5.66
1,52.35376,4.9208300000000005,2,1.0,1.0,1.0,3,14,0,0,0,0,8,93.0,9.0,9.0,9.0,9.0,9.0,8.0,5.68
2,52.37182,4.85378,4,1.5,2.0,4.0,2,20,0,0,0,0,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.65
1,52.36538,4.86228,2,1.0,1.0,1.0,2,7,29,59,89,345,67,89.0,10.0,9.0,9.0,10.0,10.0,9.0,7.36
2,52.35758,4.90419,4,1.5,2.0,2.0,25,1125,0,0,0,0,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,7.24
1,52.358779999999996,4.89465,2,1.0,1.0,1.0,3,8,0,0,0,0,3,93.0,10.0,9.0,10.0,10.0,10.0,9.0,8.86
1,52.36974,4.87067,2,1.0,1.0,1.0,4,7,0,10,38,74,64,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.78
1,52.38236,4.88675,5,1.0,3.0,4.0,3,1125,0,0,0,0,20,100.0,10.0,9.0,10.0,10.0,10.0,10.0,5.65
1,52.37272,4.85602,2,1.0,1.0,1.0,3,30,4,34,64,339,68,97.0,10.0,10.0,10.0,10.0,10.0,10.0,8.41
1,52.37263,4.8954699999999995,4,1.0,2.0,2.0,1,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65
2,52.37855,4.88678,2,1.0,1.0,1.0,3,90,0,0,0,0,77,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.18
1,52.37574,4.8905400000000006,2,1.0,1.0,1.0,4,1125,0,0,0,40,20,94.0,10.0,9.0,10.0,10.0,10.0,9.0,5.65
1,52.356840000000005,4.8966,2,1.0,1.0,1.0,2,14,30,60,90,365,52,93.0,10.0,9.0,10.0,10.0,10.0,9.0,8.48
1,52.35058,4.8903300000000005,2,1.5,3.0,3.0,2,1125,0,0,0,0,5,92.0,10.0,9.0,10.0,10.0,10.0,10.0,5.77
1,52.36084,4.85469,4,1.0,2.0,4.0,3,1125,0,0,0,0,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.65
1,52.36705,4.85508,2,1.0,1.0,1.0,3,1125,0,0,0,0,18,94.0,10.0,9.0,9.0,9.0,9.0,9.0,8.22
1,52.35135,4.88899,6,2.0,4.0,7.0,2,1125,3,13,43,245,102,97.0,10.0,10.0,10.0,10.0,10.0,9.0,7.61
1,52.35611,4.88812,2,1.0,1.0,1.0,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.66
1,52.36739,4.89659,4,1.0,2.0,2.0,3,1125,0,0,0,0,10,96.0,10.0,9.0,10.0,10.0,10.0,10.0,5.65
1,52.373909999999995,4.88141,3,1.0,1.0,1.0,3,1125,0,0,0,0,13,96.0,10.0,9.0,10.0,10.0,10.0,9.0,6.47
1,52.376329999999996,4.85546,2,1.0,1.0,1.0,4,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,9.0,9.0,9.0,6.28
1,52.36449,4.87604,2,1.0,1.0,1.0,4,1125,0,0,0,0,4,85.0,9.0,9.0,10.0,10.0,10.0,10.0,7.45
1,52.343379999999996,4.91031,2,1.0,1.0,1.0,10,49,0,0,0,0,13,95.0,10.0,10.0,10.0,10.0,9.0,9.0,6.84
1,52.3723,4.81974,2,1.0,2.0,1.0,1,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65
1,52.358740000000004,4.90308,2,0.5,1.0,1.0,1,7,0,0,0,0,118,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.86
1,52.360890000000005,4.8611699999999995,2,1.0,1.0,1.0,3,1125,0,0,0,0,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,6.37
1,52.37766,4.842630000000001,4,1.0,4.0,4.0,2,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.64
2,52.371159999999996,4.86627,2,1.0,1.0,1.0,3,30,29,59,84,356,272,96.0,10.0,9.0,10.0,10.0,10.0,9.0,5.64
1,52.37003,4.87864,4,0.0,4.0,4.0,3,60,0,0,0,0,20,97.0,10.0,9.0,10.0,10.0,10.0,9.0,6.07
1,52.35399,4.908980000000001,4,1.0,2.0,2.0,4,1125,0,0,0,0,58,92.0,9.0,9.0,10.0,10.0,10.0,9.0,5.64
1,52.36388,4.85461,2,1.0,1.0,1.0,5,1125,0,0,0,0,24,97.0,10.0,9.0,10.0,10.0,9.0,9.0,7.87
1,52.375409999999995,4.87597,4,1.0,3.0,6.0,2,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,7.51
1,52.38093,4.89008,3,0.5,1.0,3.0,4,50,0,0,0,0,22,94.0,9.0,9.0,10.0,9.0,10.0,9.0,8.62
1,52.34879,4.88761,2,1.5,3.0,0.0,5,1125,0,0,0,0,10,100.0,10.0,10.0,10.0,10.0,9.0,10.0,7.13
1,52.35322,4.8674,4,2.0,4.0,3.0,3,1124,0,25,55,325,34,97.0,10.0,9.0,10.0,10.0,10.0,9.0,6.38
2,52.3638,4.8764199999999995,2,1.5,1.0,1.0,2,30,0,0,0,0,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,7.36
2,52.363,4.8596699999999995,2,1.5,1.0,1.0,3,30,0,0,0,0,3,93.0,10.0,10.0,10.0,10.0,9.0,9.0,7.18
1,52.35881,4.8543,2,1.0,1.0,1.0,3,1125,0,0,0,0,12,93.0,9.0,9.0,10.0,10.0,9.0,9.0,6.51
1,52.34471,4.79749,8,1.0,4.0,4.0,4,1125,0,0,0,0,2,90.0,10.0,9.0,10.0,10.0,10.0,9.0,6.62
1,52.35785,4.88802,2,1.0,1.0,1.0,3,22,0,0,0,0,37,94.0,10.0,9.0,10.0,10.0,10.0,9.0,6.05
1,52.389070000000004,4.95485,6,2.0,4.0,6.0,4,1125,0,0,0,0,7,100.0,10.0,9.0,10.0,10.0,10.0,10.0,7.71
1,52.354040000000005,4.8781099999999995,2,1.0,1.0,1.0,3,1125,0,0,0,1,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.35
6,52.376290000000004,4.89173,2,1.0,1.0,2.0,2,1125,0,0,0,0,46,94.0,10.0,10.0,10.0,10.0,10.0,9.0,6.06
1,52.36123,4.87478,4,1.5,1.0,2.0,5,1125,29,59,89,364,17,89.0,10.0,9.0,9.0,9.0,10.0,9.0,7.92
0,52.36829,4.89128,4,1.0,1.0,2.0,2,1125,30,60,90,365,42,95.0,9.0,9.0,10.0,10.0,10.0,9.0,5.64
1,52.35259,4.85464,2,1.0,1.0,1.0,3,4,0,0,0,133,27,95.0,10.0,9.0,10.0,10.0,9.0,9.0,6.85
2,52.355509999999995,4.893269999999999,1,1.0,1.0,1.0,1,21,29,59,89,89,16,89.0,9.0,10.0,9.0,10.0,10.0,9.0,5.87
1,52.355259999999994,4.892580000000001,2,1.0,1.0,1.0,2,1125,0,0,0,0,21,97.0,10.0,10.0,10.0,10.0,10.0,9.0,5.64
1,52.37021,4.94126,3,1.0,2.0,3.0,4,1125,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7.04
1,52.35237,4.890630000000001,2,1.0,1.0,1.0,3,22,0,0,0,0,27,93.0,10.0,9.0,10.0,10.0,10.0,9.0,5.64
1,52.36267,4.8622,4,1.5,2.0,2.0,5,1125,0,0,0,0,7,91.0,9.0,9.0,10.0,9.0,9.0,9.0,5.64
1,52.368109999999994,4.88166,2,1.0,0.0,1.0,2,1125,0,0,0,179,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.64
3,52.4038,4.90115,1,1.0,1.0,1.0,2,30,26,56,86,262,50,99.0,10.0,10.0,10.0,10.0,9.0,10.0,8.06
1,52.37057,4.88207,4,1.0,3.0,3.0,3,1125,0,0,0,0,14,97.0,10.0,10.0,10.0,10.0,10.0,9.0,5.7
1,52.35111,4.92338,2,1.0,1.0,1.0,1,1125,0,0,0,0,5,72.0,6.0,6.0,10.0,9.0,8.0,6.0,5.83
1,52.33914,4.92017,2,1.0,1.0,1.0,2,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,9.0,9.0,6.69
1,52.376459999999994,4.84793,3,1.0,2.0,1.0,2,1125,30,60,90,365,28,91.0,10.0,10.0,9.0,10.0,9.0,9.0,5.64
1,52.361290000000004,4.92323,2,1.0,1.0,1.0,2,1125,0,0,0,0,1,100.0,10.0,8.0,8.0,10.0,10.0,8.0,5.64
1,52.34341,4.86423,2,1.0,1.0,1.0,2,1125,0,0,0,0,4,93.0,9.0,10.0,10.0,10.0,9.0,9.0,6.73
1,52.36381,4.85792,6,1.0,3.0,5.0,222,1125,27,57,87,88,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.3
1,52.37025,4.872240000000001,2,1.0,1.0,1.0,3,1125,1,1,1,1,63,98.0,10.0,10.0,10.0,10.0,10.0,9.0,5.63
1,52.3995,4.9219800000000005,4,1.5,2.0,3.0,3,1125,0,0,0,0,12,95.0,10.0,8.0,10.0,10.0,10.0,9.0,5.63
3,52.36244,4.89801,3,1.0,2.0,2.0,7,1125,11,30,60,328,118,92.0,9.0,9.0,9.0,10.0,10.0,9.0,7.56
1,52.377359999999996,4.85912,2,1.0,1.0,1.0,2,1125,0,0,0,0,3,93.0,10.0,9.0,10.0,10.0,7.0,9.0,7.56
3,52.35662,4.9159,2,1.0,0.0,1.0,4,90,0,0,0,0,20,97.0,10.0,10.0,10.0,10.0,10.0,9.0,8.63
1,52.35171,4.99782,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56
3,52.353429999999996,4.9195,1,1.0,1.0,1.0,1,1125,0,11,41,316,420,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.28
1,52.36526,4.85369,2,1.0,1.0,1.0,2,5,27,57,87,362,6,97.0,10.0,10.0,10.0,10.0,9.0,9.0,5.66
1,52.35032,5.00061,6,1.0,4.0,7.0,3,25,0,0,0,40,15,99.0,10.0,9.0,10.0,10.0,10.0,10.0,5.63
1,52.373940000000005,4.857469999999999,4,2.0,2.0,4.0,4,1125,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84
1,52.35177,4.91153,2,1.0,1.0,1.0,5,14,0,1,1,1,28,97.0,10.0,10.0,10.0,10.0,9.0,9.0,8.44
1,52.382090000000005,4.869619999999999,2,1.5,2.0,2.0,2,3,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8.47
2,52.34879,4.85531,4,1.0,2.0,3.0,1,1125,0,0,0,0,1,80.0,2.0,8.0,10.0,8.0,6.0,8.0,5.63
2,52.347590000000004,4.85541,4,1.0,2.0,3.0,1,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63
2,52.381640000000004,4.85407,4,1.0,2.0,2.0,4,365,1,1,1,1,25,95.0,10.0,10.0,10.0,10.0,9.0,9.0,7.37
1,52.36303,4.9421,4,1.0,2.0,4.0,2,14,7,7,18,289,18,100.0,10.0,10.0,10.0,10.0,9.0,9.0,5.63
1,52.32705,4.8662,4,2.0,3.0,3.0,3,1125,0,0,0,0,7,100.0,9.0,10.0,10.0,10.0,10.0,9.0,7.81
1,52.372890000000005,4.86148,2,1.0,1.0,2.0,1,5,0,0,0,0,2,100.0,10.0,9.0,10.0,10.0,10.0,8.0,6.44
1,52.37478,4.94358,4,1.0,2.0,4.0,2,1125,0,0,0,0,8,89.0,9.0,8.0,9.0,10.0,8.0,9.0,5.63
1,52.36673,4.88312,2,1.0,1.0,1.0,3,1125,30,60,90,180,28,95.0,10.0,9.0,9.0,9.0,10.0,9.0,5.71
1,52.35436,4.88997,2,1.5,1.0,1.0,1,30,0,0,0,0,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0,5.62
1,52.35044,4.88822,4,2.0,2.0,2.0,3,1125,0,0,0,0,27,98.0,10.0,10.0,10.0,10.0,10.0,9.0,5.62
1,52.40522,4.89975,4,1.0,4.0,4.0,4,14,0,0,0,0,9,96.0,10.0,9.0,10.0,10.0,10.0,10.0,5.75
1,52.38498,4.87938,2,1.0,0.0,1.0,4,28,0,0,0,0,15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.62
1,52.37075,4.93165,4,1.0,2.0,3.0,4,1125,0,0,0,0,8,95.0,9.0,10.0,10.0,10.0,9.0,9.0,5.62
1,52.33938,4.92009,2,1.0,0.0,1.0,2,1125,0,0,0,0,32,96.0,10.0,10.0,10.0,10.0,9.0,9.0,5.68
1,52.36591,4.93899,2,1.0,1.0,1.0,3,1125,0,0,0,0,16,97.0,9.0,9.0,10.0,9.0,9.0,9.0,6.58
2,52.3836,4.8533,4,1.0,1.0,2.0,10,1125,0,0,0,0,4,80.0,8.0,9.0,10.0,10.0,9.0,9.0,5.62
1,52.37191,4.847919999999999,2,1.0,1.0,1.0,3,1125,0,0,0,0,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.19
1,52.368520000000004,4.87127,2,1.0,1.0,1.0,1,30,0,0,0,0,7,89.0,9.0,9.0,9.0,10.0,9.0,8.0,6.52
1,52.355959999999996,4.9196599999999995,4,1.0,2.0,2.0,5,20,0,0,0,0,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.25
1,52.41468,4.88159,4,1.0,2.0,3.0,2,1125,0,0,0,0,18,98.0,10.0,10.0,10.0,10.0,10.0,10.0,7.87
1,52.38863,4.8758300000000006,2,1.0,1.0,1.0,4,1125,0,0,0,0,17,98.0,10.0,9.0,10.0,10.0,10.0,9.0,6.95
1,52.354409999999994,4.85112,5,1.5,3.0,3.0,7,30,28,58,88,363,10,96.0,10.0,10.0,10.0,10.0,9.0,9.0,7.89
1,52.37177,4.86184,3,1.0,2.0,3.0,5,1125,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.7
1,52.34077,4.90503,3,1.0,1.0,2.0,2,14,0,0,0,0,32,96.0,10.0,9.0,10.0,10.0,9.0,9.0,7.75
1,52.36373,4.85384,2,1.0,1.0,1.0,5,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32
1,52.375609999999995,4.90008,4,1.0,2.0,2.0,2,7,0,0,0,0,20,96.0,10.0,10.0,10.0,10.0,10.0,9.0,5.73
1,52.35177,4.89194,4,1.0,2.0,2.0,3,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62
1,52.378640000000004,4.88542,4,1.0,2.0,2.0,3,30,0,0,0,0,21,97.0,10.0,10.0,10.0,10.0,10.0,9.0,6.47
1,52.36464,4.8882900000000005,2,1.0,1.0,1.0,30,1125,30,60,90,365,21,93.0,10.0,9.0,10.0,10.0,10.0,9.0,6.48
1,52.37978,4.86519,2,1.0,1.0,1.0,2,4,5,14,14,14,93,96.0,10.0,10.0,10.0,10.0,9.0,9.0,5.67
1,52.35644,4.89255,2,1.0,1.0,1.0,2,1125,30,60,90,365,22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.62
1,52.35171,4.93785,4,1.0,2.0,3.0,3,1125,28,58,88,178,19,97.0,10.0,10.0,10.0,10.0,10.0,10.0,8.93
2,52.372690000000006,4.88662,4,1.5,1.0,1.0,4,60,0,0,0,0,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,7.64
0,52.34697,4.88669,4,1.5,3.0,3.0,2,1125,0,0,0,0,5,90.0,10.0,9.0,8.0,10.0,9.0,9.0,8.35
1,52.35703,4.85224,2,1.5,1.0,1.0,2,1125,0,0,0,0,42,93.0,10.0,9.0,10.0,10.0,9.0,9.0,7.02
1,52.37659,4.874969999999999,2,1.0,1.0,1.0,2,1125,0,0,0,0,10,84.0,10.0,9.0,9.0,9.0,9.0,9.0,7.04
1,52.38944,4.8807,4,1.0,2.0,4.0,2,1125,0,0,1,4,15,94.0,10.0,9.0,10.0,10.0,9.0,9.0,5.62
1,52.37267,4.8509199999999995,3,1.5,1.0,2.0,4,20,0,0,0,0,23,98.0,10.0,10.0,10.0,10.0,9.0,9.0,5.62
1,52.35742,4.89428,4,1.0,2.0,2.0,3,1125,0,0,0,0,8,98.0,9.0,9.0,10.0,9.0,10.0,10.0,5.62
1,52.40831,4.9322099999999995,5,1.0,3.0,4.0,4,14,0,0,0,0,6,97.0,10.0,10.0,10.0,10.0,9.0,10.0,7.63
5,52.35273,4.89961,2,1.0,1.0,1.0,3,30,0,0,0,0,29,95.0,9.0,10.0,9.0,10.0,10.0,10.0,5.62
5,52.356429999999996,4.90267,2,1.0,1.0,1.0,3,1125,0,0,0,0,8,95.0,9.0,10.0,10.0,10.0,10.0,10.0,5.62
41,52.37555,4.884869999999999,4,1.0,3.0,2.0,3,1125,0,0,0,0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.56
1,52.342729999999996,4.90761,4,2.0,4.0,4.0,4,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8.68
1,52.36906,4.88525,2,1.5,1.0,1.0,2,1125,0,0,0,0,13,93.0,10.0,10.0,10.0,10.0,10.0,9.0,9.52
1,52.35807,4.93008,4,1.5,1.0,1.0,1,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61
4,52.36541,4.851780000000001,2,1.0,1.0,1.0,10,90,0,0,0,0,16,84.0,9.0,8.0,9.0,9.0,9.0,8.0,8.8
1,52.360009999999996,4.9762,4,2.5,2.0,2.0,4,8,0,0,0,0,7,97.0,10.0,9.0,9.0,10.0,10.0,9.0,5.61
1,52.42512,4.88842,4,1.0,1.0,3.0,2,24,0,0,0,0,264,98.0,10.0,10.0,10.0,10.0,9.0,9.0,6.44
1,52.34626,4.90689,2,1.0,1.0,1.0,5,21,0,0,0,0,4,100.0,10.0,9.0,10.0,10.0,9.0,10.0,8.3
1,52.38024,4.87068,2,1.0,2.0,1.0,2,6,0,0,0,0,10,92.0,9.0,10.0,9.0,10.0,9.0,10.0,7.09
1,52.36102,4.863519999999999,2,1.0,1.0,1.0,2,1125,0,0,0,0,6,90.0,8.0,9.0,9.0,9.0,9.0,8.0,7.89
1,52.39526,4.94874,2,1.5,1.0,0.0,3,60,29,59,89,364,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.61
1,52.35262,4.904669999999999,2,2.0,1.0,1.0,4,1125,0,0,0,0,1,100.0,10.0,6.0,10.0,10.0,10.0,10.0,6.48
1,52.372279999999996,4.8598099999999995,4,1.0,2.0,2.0,4,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76
1,52.35568,4.93185,2,1.0,1.0,1.0,1,6,30,60,90,364,18,98.0,10.0,9.0,10.0,10.0,10.0,9.0,6.69
1,52.38235,4.873480000000001,4,1.0,2.0,4.0,4,1125,0,0,0,0,10,100.0,10.0,10.0,10.0,10.0,9.0,9.0,8.42
1,52.36207,4.9448300000000005,4,1.5,2.0,2.0,3,10,0,0,0,0,6,100.0,10.0,9.0,10.0,10.0,8.0,10.0,5.62
1,52.324659999999994,4.974469999999999,4,1.0,1.0,2.0,1,1125,0,0,0,0,84,92.0,10.0,10.0,10.0,10.0,8.0,9.0,5.88
1,52.36459,4.8855900000000005,3,1.5,2.0,2.0,2,1125,29,59,89,364,33,97.0,10.0,9.0,10.0,10.0,10.0,9.0,5.61
1,52.37305,4.90219,4,1.0,3.0,3.0,2,6,0,0,0,0,2,90.0,9.0,9.0,10.0,10.0,10.0,10.0,5.61
1,52.35297,4.9008400000000005,2,1.0,1.0,1.0,2,1125,0,0,0,0,5,80.0,10.0,10.0,10.0,10.0,10.0,8.0,5.61
1,52.37028,4.85112,2,1.0,1.0,1.0,4,30,0,0,0,0,15,97.0,10.0,10.0,10.0,10.0,9.0,9.0,8.28
1,52.36586,4.87627,2,1.5,1.0,2.0,4,28,0,0,0,0,62,95.0,10.0,10.0,10.0,10.0,10.0,9.0,7.59
13,52.40744,4.99579,4,1.0,1.0,4.0,2,1125,0,11,41,214,79,92.0,9.0,9.0,10.0,9.0,9.0,9.0,8.55
1,52.382670000000005,4.87944,3,1.0,3.0,3.0,3,1125,0,0,0,0,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.6
1,52.36991,4.92621,3,1.0,2.0,3.0,5,10,0,0,0,0,7,91.0,9.0,9.0,10.0,10.0,9.0,9.0,6.67
1,52.38728,4.88526,4,1.5,2.0,2.0,2,14,29,59,89,269,16,99.0,10.0,10.0,10.0,10.0,10.0,9.0,6.88
1,52.37279,4.8574,2,1.5,1.0,2.0,3,30,0,0,0,0,8,93.0,9.0,9.0,9.0,10.0,9.0,9.0,5.6
2,52.36352,4.92794,4,2.0,2.0,2.0,2,20,0,0,0,0,42,98.0,10.0,10.0,10.0,10.0,9.0,9.0,8.29
1,52.35273,4.88339,2,1.0,1.0,1.0,10,1125,0,0,0,0,2,100.0,10.0,10.0,8.0,10.0,9.0,8.0,6.57
2,52.375859999999996,4.83908,6,1.0,4.0,6.0,5,1125,0,0,0,0,9,91.0,10.0,9.0,9.0,10.0,10.0,9.0,5.89
1,52.35112,4.85595,2,1.0,1.0,1.0,3,12,0,0,0,0,53,97.0,10.0,9.0,10.0,10.0,10.0,9.0,6.56
1,52.37365,4.89604,2,1.0,1.0,2.0,1,1125,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.96
1,52.360659999999996,4.86695,4,1.0,2.0,2.0,4,1125,0,0,0,0,6,87.0,10.0,9.0,10.0,10.0,10.0,9.0,5.61
1,52.34851,4.784,5,2.0,3.0,3.0,2,1125,0,0,0,0,21,96.0,10.0,10.0,10.0,10.0,9.0,9.0,5.6
1,52.37693,4.88253,2,1.0,1.0,1.0,3,21,0,0,0,0,22,98.0,10.0,10.0,10.0,10.0,10.0,9.0,6.08
1,52.342420000000004,4.90257,3,1.0,1.0,2.0,1,1125,0,0,0,0,17,96.0,10.0,9.0,10.0,10.0,9.0,9.0,7.25
1,52.35298,4.89238,4,1.0,1.0,2.0,4,1125,0,0,0,0,20,93.0,10.0,10.0,10.0,10.0,10.0,9.0,5.6
1,52.351929999999996,4.88793,2,1.0,1.0,1.0,1,1125,0,0,0,0,45,96.0,10.0,10.0,10.0,10.0,10.0,9.0,6.05
1,52.354929999999996,4.92184,2,1.0,1.0,1.0,3,10,28,58,88,363,7,95.0,10.0,10.0,10.0,10.0,10.0,10.0,8.7
1,52.35859,4.92004,2,1.5,1.0,1.0,1,1125,0,0,0,0,5,92.0,10.0,10.0,10.0,10.0,10.0,9.0,5.6
0,52.34837,4.91331,2,1.0,2.0,2.0,1,1125,30,60,90,365,58,91.0,9.0,9.0,10.0,10.0,9.0,9.0,7.14
2,52.34695,4.90174,2,1.0,1.0,2.0,3,30,0,0,0,0,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.74
1,52.35396,4.9028,2,1.0,1.0,1.0,2,1125,0,0,0,0,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.93
1,52.37384,4.811719999999999,4,1.0,2.0,2.0,1,1125,0,0,0,0,1,100.0,8.0,8.0,10.0,10.0,8.0,10.0,8.04
2,52.35698,4.90015,2,1.0,1.0,1.0,1,100,0,0,0,0,505,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.6
1,52.38332,4.81569,5,1.5,3.0,3.0,3,1125,0,0,0,0,22,95.0,10.0,9.0,10.0,10.0,9.0,9.0,5.6
1,52.34867,4.90723,2,1.5,1.0,1.0,1,1125,0,0,0,0,3,87.0,9.0,8.0,10.0,10.0,9.0,8.0,6.1
1,52.37678,4.87017,3,1.0,2.0,2.0,4,1125,0,0,0,0,25,97.0,10.0,10.0,10.0,10.0,10.0,10.0,7.92
1,52.37904,4.874619999999999,2,1.0,1.0,1.0,3,1125,0,0,0,0,9,100.0,10.0,9.0,10.0,10.0,10.0,9.0,7.42
