total_listings,latitude,longitude,accommodates,bathrooms,bedrooms,num_of_beds,min_nights,max_nights,avail_next_30_days,avail_next_60_days,avail_next_90_days,avail_next_365_days,num_of_reviews,avg_review_score,accuracy_score,cleanliness_score,checkin_score,communication_score,location_score,value_score,years_hosting
1,52.34854,4.85376,4,1.0,2.0,2.0,2,35,0,0,0,0,11,95.0,10.0,9.0,10.0,10.0,9.0,9.0,3.87
1,52.381809999999994,4.8579099999999995,4,1.0,1.0,2.0,2,365,0,0,0,0,23,99.0,10.0,10.0,10.0,10.0,9.0,9.0,6.79
1,52.36908,4.87219,2,1.0,1.0,1.0,3,1125,0,0,0,0,27,100.0,10.0,10.0,10.0,10.0,10.0,9.0,6.59
1,52.368629999999996,4.85349,4,1.0,2.0,2.0,3,1125,0,0,0,0,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.57
1,52.35233,4.85569,4,1.0,2.0,2.0,2,1125,0,0,0,0,13,85.0,9.0,8.0,9.0,9.0,9.0,8.0,6.85
1,52.353790000000004,4.91982,4,1.5,1.0,2.0,3,28,0,0,0,0,2,80.0,9.0,6.0,10.0,10.0,8.0,8.0,0.83
2,52.374140000000004,4.8983,2,1.0,0.0,1.0,3,1124,0,0,11,11,146,95.0,10.0,10.0,10.0,9.0,10.0,9.0,3.85
2,52.35088,4.89295,3,1.5,2.0,2.0,3,1125,0,0,0,0,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,7.59
1,52.37486,4.8926,2,1.0,1.0,1.0,2,30,0,0,0,0,15,97.0,10.0,9.0,10.0,10.0,10.0,9.0,4.93
1,52.35317,4.85942,4,2.5,6.0,12.0,1,1125,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85
1,52.38084,4.85763,3,1.0,2.0,2.0,2,1125,0,0,0,0,11,95.0,10.0,9.0,10.0,10.0,9.0,9.0,3.84
1,52.36302,4.90142,2,1.0,1.0,1.0,2,1125,0,0,0,0,1,80.0,10.0,8.0,8.0,10.0,10.0,8.0,6.48
2,52.361470000000004,4.8939,3,1.5,1.0,2.0,2,31,23,53,83,83,52,98.0,10.0,10.0,10.0,10.0,10.0,9.0,4.63
3,52.405409999999996,4.9135599999999995,1,1.5,1.0,0.0,3,90,29,59,89,89,96,95.0,10.0,10.0,10.0,10.0,9.0,9.0,4.02
1,52.36645,4.89971,4,1.5,3.0,3.0,2,1125,0,0,0,0,15,80.0,8.0,9.0,9.0,9.0,10.0,8.0,3.84
1,52.34478,4.9001,2,1.0,1.0,1.0,2,1125,0,0,0,0,2,100.0,10.0,9.0,9.0,10.0,8.0,10.0,6.77
1,52.37214,4.85979,2,1.0,1.0,1.0,2,1125,0,0,0,0,6,93.0,10.0,10.0,9.0,10.0,8.0,9.0,6.81
1,52.36378,4.916180000000001,4,1.0,2.0,2.0,2,4,0,0,0,0,9,95.0,10.0,9.0,10.0,10.0,10.0,9.0,5.27
3,52.35388,4.9107,2,1.0,1.0,1.0,3,15,0,0,0,0,21,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7.19
1,52.39213,4.9082300000000005,2,1.0,1.0,1.0,3,20,0,0,0,0,25,95.0,9.0,10.0,10.0,10.0,9.0,9.0,3.85
1,52.36213,4.9107199999999995,2,1.0,0.0,1.0,2,1125,0,0,0,0,8,100.0,10.0,10.0,10.0,10.0,10.0,9.0,3.84
2,52.35281,5.00511,10,1.0,1.0,12.0,2,1125,0,0,0,119,68,97.0,10.0,9.0,10.0,10.0,10.0,9.0,4.81
1,52.392520000000005,4.93231,5,2.0,3.0,5.0,3,14,27,57,87,362,12,93.0,10.0,9.0,10.0,10.0,8.0,9.0,8.57
1,52.36421,4.85645,4,1.0,1.0,2.0,2,1125,0,0,0,0,24,94.0,10.0,10.0,10.0,10.0,9.0,9.0,6.01
1,52.351240000000004,4.88857,2,1.5,1.0,1.0,2,1125,0,11,41,276,52,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.97
4,52.35797,4.80414,2,1.0,1.0,1.0,2,1125,0,0,0,0,5,95.0,10.0,9.0,9.0,10.0,9.0,9.0,5.76
1,52.36039,4.90958,4,1.0,2.0,3.0,2,1125,0,0,0,0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.84
1,52.37297,4.86011,4,1.0,2.0,2.0,2,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92
1,52.32797,4.85727,2,1.0,1.0,2.0,14,30,0,0,0,0,8,90.0,10.0,9.0,9.0,9.0,8.0,10.0,3.84
1,52.35879,4.859430000000001,2,1.0,0.0,1.0,2,1125,0,0,0,0,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,4.77
2,52.35386,4.86116,2,1.5,1.0,1.0,1,1125,0,0,0,0,14,96.0,10.0,10.0,10.0,10.0,9.0,9.0,4.73
1,52.36504,4.92629,4,1.0,2.0,3.0,5,14,0,0,0,0,13,91.0,10.0,9.0,10.0,10.0,10.0,9.0,3.84
1,52.35239,4.89677,2,1.0,1.0,1.0,10,22,0,0,0,0,6,100.0,10.0,10.0,9.0,10.0,10.0,10.0,3.84
1,52.36355,4.89807,2,1.0,1.0,1.0,1,1125,30,60,90,180,24,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.84
3,52.367259999999995,4.86384,2,1.0,1.0,1.0,2,14,0,0,0,0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.7
1,52.3676,4.93202,4,2.5,3.0,2.0,3,1125,0,0,0,0,10,90.0,10.0,8.0,10.0,10.0,10.0,9.0,8.07
1,52.362429999999996,4.86142,2,1.0,1.0,1.0,3,21,0,0,0,0,7,83.0,10.0,8.0,10.0,10.0,9.0,7.0,6.43
2,52.34688,4.90891,2,1.0,1.0,1.0,4,8,0,0,0,0,6,97.0,10.0,9.0,10.0,10.0,9.0,10.0,4.68
4,52.374390000000005,4.86239,2,1.0,1.0,1.0,3,1124,0,0,0,6,80,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.84
1,52.35799,5.00007,4,1.5,2.0,3.0,2,1125,0,2,22,277,10,90.0,9.0,9.0,10.0,9.0,9.0,9.0,4.9
1,52.38701,4.95919,4,2.0,3.0,3.0,4,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
1,52.35437,4.8901900000000005,2,1.5,1.0,1.0,1,1125,0,0,0,0,41,87.0,9.0,9.0,9.0,9.0,10.0,8.0,3.84
1,52.38507,4.87025,3,1.0,1.0,2.0,3,25,0,0,0,0,20,97.0,10.0,10.0,10.0,10.0,9.0,9.0,5.63
1,52.3567,4.91041,3,1.0,1.0,1.0,1,1125,0,0,0,0,22,94.0,10.0,9.0,10.0,10.0,9.0,9.0,6.73
1,52.366929999999996,4.87176,2,1.0,0.0,1.0,2,30,0,0,0,0,20,96.0,10.0,9.0,10.0,10.0,10.0,9.0,5.02
1,52.37265,4.84781,2,1.0,1.0,1.0,3,4,28,58,88,363,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
2,52.37576,4.89802,2,1.0,1.0,1.0,3,1124,0,0,10,10,152,97.0,10.0,10.0,10.0,9.0,10.0,9.0,3.85
41,52.361509999999996,4.89675,2,1.0,0.0,1.0,3,1125,0,0,0,78,6,93.0,10.0,10.0,10.0,10.0,10.0,10.0,7.56
1,52.35946,4.91118,2,1.0,1.0,1.0,2,1125,0,0,0,0,9,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3.84
1,52.358779999999996,4.8594599999999994,4,1.5,3.0,4.0,3,7,0,0,0,0,5,88.0,9.0,8.0,10.0,10.0,10.0,9.0,4.85
1,52.3844,4.87477,2,1.0,1.0,1.0,2,1125,0,0,0,0,22,95.0,10.0,10.0,10.0,10.0,9.0,9.0,5.46
1,52.38713,4.8814,2,1.0,1.0,1.0,3,15,29,59,89,89,64,96.0,10.0,9.0,10.0,10.0,10.0,9.0,9.26
1,52.36099,4.83594,2,1.5,1.0,1.0,2,11,28,58,88,88,23,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3.84
1,52.370129999999996,4.85189,2,1.0,1.0,1.0,4,1125,27,57,87,87,7,100.0,10.0,10.0,10.0,10.0,9.0,9.0,5.33
4,52.32045,4.94299,1,0.0,1.0,1.0,1,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
1,52.37632,4.85741,4,1.5,2.0,2.0,2,14,0,0,0,0,12,97.0,9.0,10.0,10.0,10.0,9.0,9.0,7.88
4,52.37257,4.83387,2,1.0,1.0,1.0,2,10,13,41,51,51,17,98.0,10.0,10.0,10.0,10.0,9.0,10.0,8.61
1,52.37712,4.8861300000000005,2,1.0,1.0,1.0,4,1125,28,58,88,88,18,98.0,10.0,9.0,10.0,10.0,10.0,9.0,9.37
1,52.37314,4.88218,2,1.0,1.0,1.0,4,1125,0,0,0,0,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.91
1,52.40637,4.96552,4,1.0,1.0,3.0,3,28,0,0,0,225,11,100.0,10.0,10.0,10.0,10.0,9.0,10.0,6.24
2,52.368120000000005,4.9291,2,1.0,1.0,1.0,1,1125,8,18,26,187,68,99.0,10.0,10.0,10.0,10.0,9.0,9.0,4.72
1,52.35732,4.92483,2,1.0,1.0,1.0,2,1125,0,0,0,0,6,73.0,6.0,8.0,9.0,8.0,8.0,6.0,7.48
1,52.375009999999996,4.96699,4,1.0,0.0,2.0,2,1125,0,0,0,270,118,95.0,9.0,10.0,10.0,10.0,9.0,9.0,3.83
2,52.355270000000004,4.91563,4,1.5,2.0,2.0,2,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,8.0,6.0,3.83
3,52.40616,4.91357,1,1.5,1.0,0.0,3,90,29,59,89,89,42,95.0,9.0,10.0,10.0,10.0,9.0,9.0,4.02
1,52.373059999999995,4.85954,3,1.0,2.0,2.0,2,21,0,0,0,0,9,96.0,10.0,10.0,10.0,10.0,9.0,9.0,8.54
1,52.33433,4.86457,4,1.0,2.0,2.0,1,16,0,0,0,0,6,93.0,9.0,8.0,10.0,10.0,10.0,10.0,5.34
1,52.37025,4.870419999999999,2,1.0,1.0,1.0,3,1125,0,0,0,0,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.83
41,52.36091,4.896780000000001,2,1.0,0.0,1.0,3,1125,0,0,0,79,24,90.0,9.0,9.0,10.0,10.0,10.0,9.0,7.56
1,52.37562,4.8493699999999995,2,1.0,2.0,1.0,3,21,0,0,0,0,9,95.0,10.0,9.0,10.0,10.0,8.0,9.0,5.89
1,52.34324,4.89593,4,1.0,2.0,2.0,4,1125,0,0,0,0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.01
1,52.368590000000005,4.86598,2,1.0,1.0,1.0,1,1125,0,0,0,0,6,80.0,9.0,7.0,10.0,9.0,9.0,8.0,7.45
2,52.3795,4.8505,2,1.0,1.0,1.0,5,90,0,0,19,175,49,98.0,10.0,9.0,10.0,10.0,9.0,9.0,8.76
1,52.305890000000005,4.9770199999999996,2,1.0,1.0,2.0,30,30,0,0,0,0,45,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3.83
1,52.3774,4.86191,2,1.0,2.0,1.0,2,365,0,0,0,1,16,98.0,10.0,10.0,10.0,10.0,10.0,9.0,5.78
1,52.36252,4.86608,4,1.5,1.0,1.0,3,180,0,0,0,0,25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.83
1,52.36458,4.86145,2,1.0,1.0,1.0,3,1125,0,0,0,0,15,98.0,10.0,10.0,10.0,10.0,9.0,10.0,5.06
1,52.35998,4.85076,2,1.0,1.0,1.0,2,1125,0,0,0,0,10,100.0,10.0,10.0,10.0,10.0,9.0,10.0,5.41
1,52.37057,4.8606300000000005,2,1.0,0.0,1.0,3,1125,0,0,0,0,20,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.83
1,52.37186,4.87662,4,2.0,2.0,2.0,4,30,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.41
2,52.39515,4.9406099999999995,4,1.0,2.0,4.0,2,31,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
1,52.32793,4.8792599999999995,2,1.0,1.0,1.0,1,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.73
1,52.3901,4.87971,4,1.0,2.0,2.0,3,1125,0,0,0,0,7,97.0,10.0,9.0,9.0,10.0,9.0,9.0,6.19
1,52.37382,4.90724,4,2.0,3.0,4.0,7,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83
1,52.383520000000004,4.85781,2,1.0,1.0,1.0,3,1125,0,0,0,0,10,92.0,10.0,9.0,10.0,10.0,9.0,9.0,8.74
1,52.40849,4.8998800000000005,2,1.0,0.0,1.0,2,1125,0,0,0,0,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,6.64
1,52.37729,4.85365,2,1.0,1.0,1.0,1,1125,0,0,0,0,48,98.0,10.0,10.0,10.0,10.0,9.0,9.0,6.89
2,52.343779999999995,4.81424,2,1.5,1.0,1.0,1,1125,0,0,0,0,87,97.0,10.0,9.0,10.0,10.0,9.0,10.0,7.81
2,52.36224,4.89044,2,1.0,1.0,1.0,3,7,27,57,87,87,86,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.84
1,52.36267,4.87363,2,1.0,1.0,1.0,2,1125,0,0,0,0,1,40.0,4.0,6.0,10.0,8.0,10.0,2.0,3.83
2,52.344559999999994,4.89578,4,1.0,2.0,2.0,3,1125,0,0,0,0,9,93.0,10.0,10.0,10.0,10.0,9.0,9.0,5.45
1,52.353809999999996,4.8916900000000005,4,1.0,1.0,2.0,4,1125,20,50,76,130,32,96.0,10.0,10.0,10.0,10.0,10.0,9.0,4.21
2,52.317170000000004,4.97051,3,1.5,1.0,1.0,5,1125,0,0,0,0,8,74.0,7.0,7.0,9.0,9.0,7.0,8.0,4.01
1,52.38159,4.86129,2,1.0,1.0,1.0,2,1125,0,0,0,0,40,97.0,10.0,10.0,10.0,10.0,9.0,9.0,5.32
1,52.39055,4.938680000000001,4,1.5,3.0,5.0,3,1125,0,0,0,0,3,93.0,9.0,8.0,8.0,8.0,9.0,9.0,3.83
1,52.35295,4.9169,2,1.5,1.0,1.0,3,60,0,0,0,40,19,98.0,10.0,10.0,10.0,10.0,9.0,10.0,6.57
1,52.35314,4.8316099999999995,2,1.5,1.0,1.0,3,25,0,11,41,41,21,99.0,10.0,10.0,10.0,10.0,9.0,9.0,8.56
1,52.35695,4.89909,2,1.0,1.0,1.0,2,1125,0,0,0,0,9,97.0,10.0,10.0,9.0,9.0,10.0,10.0,3.82
1,52.343740000000004,4.86114,4,1.0,2.0,2.0,2,1125,0,0,0,0,3,93.0,10.0,10.0,10.0,10.0,9.0,10.0,3.82
1,52.37407,4.87592,4,2.0,2.0,3.0,2,365,0,0,0,0,13,92.0,10.0,10.0,9.0,10.0,10.0,9.0,3.82
1,52.38012,4.89224,4,1.5,3.0,4.0,7,365,22,45,68,89,53,92.0,9.0,9.0,9.0,9.0,10.0,9.0,3.82
1,52.34775,4.88994,4,1.0,2.0,3.0,2,3,14,28,35,35,30,96.0,9.0,10.0,10.0,10.0,9.0,9.0,6.32
1,52.355540000000005,4.9224,4,1.5,2.0,4.0,3,20,0,0,0,0,5,100.0,10.0,9.0,10.0,10.0,10.0,10.0,7.88
1,52.33975,4.91972,2,1.0,0.0,1.0,9,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
1,52.37413,4.85935,4,1.0,2.0,2.0,4,7,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8.15
1,52.409240000000004,4.90287,4,1.0,3.0,4.0,7,1125,0,0,0,0,12,93.0,9.0,9.0,10.0,10.0,9.0,9.0,9.33
2,52.36555,4.877619999999999,2,1.5,1.0,1.0,2,3,0,0,0,0,31,97.0,10.0,9.0,10.0,10.0,10.0,9.0,6.02
1,52.37728,4.85208,3,1.0,2.0,2.0,3,1125,23,53,83,358,20,98.0,10.0,10.0,10.0,10.0,10.0,9.0,4.72
1,52.35368,5.00444,16,2.0,3.0,14.0,3,1125,30,58,84,356,49,95.0,9.0,10.0,10.0,10.0,9.0,9.0,3.98
3,52.367740000000005,4.86333,4,1.0,2.0,2.0,2,15,30,60,76,76,21,97.0,10.0,10.0,10.0,10.0,9.0,9.0,7.7
1,52.397729999999996,4.91632,2,1.5,1.0,1.0,1,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82
1,52.37242,4.86006,4,1.0,2.0,2.0,2,3,0,0,0,0,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.17
1,52.38142,4.879,2,1.0,1.0,1.0,2,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01
3,52.36925,4.861759999999999,2,1.0,1.0,1.0,2,1125,0,0,0,0,61,96.0,10.0,10.0,10.0,10.0,10.0,9.0,7.7
1,52.37254,4.85701,2,1.5,1.0,1.0,2,1125,0,0,0,0,20,94.0,10.0,10.0,10.0,10.0,10.0,10.0,4.2
1,52.3721,4.8621,4,1.0,2.0,2.0,2,1125,0,0,0,0,10,84.0,9.0,9.0,9.0,9.0,9.0,9.0,5.41
1,52.34791,4.89578,2,1.0,0.0,1.0,1,1125,28,58,88,363,6,100.0,10.0,10.0,10.0,10.0,9.0,9.0,3.82
1,52.36298,4.93791,2,1.0,1.0,1.0,3,15,0,0,0,0,9,96.0,10.0,10.0,10.0,10.0,9.0,9.0,3.82
1,52.38219,4.86872,2,1.0,1.0,1.0,2,1125,0,0,0,0,27,98.0,10.0,10.0,10.0,10.0,9.0,9.0,6.46
1,52.38765,4.88111,4,1.0,2.0,2.0,5,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43
1,52.3904,4.87469,3,1.0,2.0,2.0,1,1125,30,60,90,90,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.53
2,52.38328,4.88591,4,1.5,2.0,4.0,3,1125,4,12,35,135,118,98.0,10.0,10.0,10.0,10.0,10.0,9.0,8.01
1,52.36404,4.90912,2,1.0,1.0,1.0,2,1125,0,0,0,0,6,97.0,9.0,10.0,10.0,10.0,9.0,9.0,6.27
2,52.37491,4.90595,4,1.5,2.0,2.0,1,1125,9,26,42,142,84,93.0,10.0,10.0,10.0,10.0,10.0,10.0,4.37
1,52.37487,4.7697400000000005,4,1.5,1.0,0.0,2,14,28,58,88,88,53,97.0,9.0,10.0,10.0,10.0,9.0,9.0,4.28
1,52.3671,4.86794,2,1.5,2.0,2.0,1,1125,0,0,0,0,2,100.0,8.0,10.0,10.0,10.0,10.0,10.0,7.35
1,52.374629999999996,4.87079,2,1.0,1.0,1.0,3,35,29,59,89,89,21,91.0,10.0,9.0,10.0,10.0,10.0,8.0,3.82
1,52.35262,4.94044,2,1.0,2.0,2.0,6,28,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,8.0,10.0,4.66
1,52.36326,4.91141,2,1.5,1.0,0.0,2,1125,0,0,0,0,8,97.0,10.0,10.0,10.0,10.0,10.0,9.0,6.67
1,52.37455,4.92243,2,1.5,1.0,1.0,4,1125,0,0,0,0,10,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7.93
1,52.381820000000005,4.85133,4,1.0,2.0,2.0,2,1125,0,0,0,5,13,98.0,10.0,10.0,10.0,10.0,9.0,9.0,3.85
1,52.384479999999996,4.91591,2,1.0,1.0,1.0,1,12,0,0,0,0,26,95.0,10.0,9.0,10.0,10.0,9.0,9.0,3.98
2,52.36992,4.8847,2,1.0,1.0,1.0,2,30,22,49,68,311,175,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.82
1,52.35575,4.90179,2,1.5,1.0,1.0,5,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05
2,52.3078,4.95793,2,1.0,1.0,1.0,2,4,30,60,90,180,15,89.0,9.0,9.0,9.0,9.0,8.0,9.0,3.82
1,52.38223,4.91134,2,1.0,1.0,1.0,2,28,0,0,0,2,26,93.0,10.0,9.0,10.0,10.0,9.0,9.0,4.89
1,52.37143,4.856330000000001,3,1.5,2.0,2.0,4,5,0,0,0,0,11,95.0,10.0,9.0,9.0,10.0,9.0,10.0,7.04
1,52.35131,4.85389,1,1.0,1.0,1.0,14,30,0,0,0,225,8,83.0,8.0,9.0,9.0,9.0,9.0,8.0,4.64
1,52.40678,4.89781,2,1.0,2.0,2.0,3,7,0,0,0,0,6,90.0,9.0,8.0,9.0,9.0,8.0,8.0,5.94
1,52.34728,4.85968,4,1.5,2.0,2.0,3,1125,0,0,0,0,6,97.0,10.0,10.0,10.0,10.0,9.0,10.0,8.98
1,52.418659999999996,4.90179,4,1.5,2.0,3.0,3,14,0,4,21,77,10,100.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0
1,52.36023,4.85433,2,1.0,1.0,1.0,5,1125,25,25,25,25,14,100.0,10.0,10.0,10.0,10.0,9.0,10.0,8.15
1,52.342079999999996,4.90536,3,1.0,1.0,1.0,1,6,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82
1,52.36452,4.87512,4,1.5,2.0,2.0,4,1125,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.24
1,52.364290000000004,4.92895,2,1.0,1.0,1.0,4,1125,0,0,0,0,20,97.0,10.0,10.0,10.0,10.0,9.0,9.0,5.85
1,52.34835,4.91029,4,1.5,3.0,3.0,2,1125,0,0,0,0,4,85.0,10.0,5.0,10.0,10.0,10.0,9.0,5.44
1,52.35938,4.84976,2,1.0,1.0,1.0,2,14,0,0,0,0,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,7.06
1,52.35334,4.91029,4,2.0,2.0,2.0,2,365,0,0,0,0,28,99.0,10.0,10.0,9.0,10.0,10.0,10.0,4.53
3,52.412929999999996,4.92049,2,1.5,1.0,1.0,4,1100,0,0,0,0,19,85.0,9.0,8.0,9.0,9.0,8.0,8.0,5.57
1,52.357,4.99075,4,1.0,3.0,5.0,4,16,0,0,0,0,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,8.44
1,52.35909,4.92099,6,2.5,3.0,4.0,5,30,8,8,18,34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42
85,52.35934,4.85073,4,1.0,2.0,2.0,2,365,0,0,0,0,17,85.0,9.0,8.0,8.0,9.0,8.0,8.0,4.85
1,52.38149,4.8697099999999995,2,1.0,1.0,1.0,3,1125,0,0,0,0,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.7
2,52.36387,4.88146,4,1.0,1.0,1.0,1,180,30,50,50,50,47,87.0,9.0,9.0,10.0,10.0,9.0,8.0,6.51
1,52.32524,4.8759,4,1.0,1.0,1.0,2,1125,29,59,89,364,35,96.0,10.0,10.0,10.0,10.0,9.0,9.0,5.63
1,52.35942,4.89583,2,1.0,1.0,1.0,3,1124,0,0,0,0,29,96.0,10.0,9.0,10.0,9.0,10.0,9.0,4.63
1,52.36958,4.912719999999999,3,1.0,2.0,2.0,2,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.82
2,52.35015,4.85013,2,1.0,1.0,1.0,1,1125,23,53,83,83,159,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.81
1,52.413999999999994,4.88305,2,1.0,1.0,1.0,3,1125,0,0,0,0,2,90.0,10.0,10.0,10.0,9.0,9.0,10.0,3.81
1,52.36425,4.883380000000001,4,3.5,4.0,4.0,2,1125,0,0,0,0,8,93.0,10.0,8.0,10.0,9.0,10.0,8.0,3.81
1,52.34945,4.88815,2,1.0,1.0,1.0,2,1125,0,0,0,0,10,94.0,9.0,9.0,10.0,10.0,10.0,8.0,3.81
1,52.36521,4.88285,4,1.5,2.0,2.0,2,1125,0,0,0,0,11,98.0,10.0,9.0,10.0,10.0,10.0,9.0,3.81
1,52.3784,4.85231,2,1.0,1.0,1.0,3,30,0,0,0,0,17,98.0,10.0,10.0,10.0,10.0,9.0,10.0,7.19
2,52.378009999999996,4.851459999999999,4,1.0,2.0,2.0,2,20,0,0,0,0,22,99.0,10.0,10.0,10.0,10.0,9.0,10.0,7.51
1,52.353359999999995,4.90108,2,1.0,1.0,1.0,1,1125,0,0,0,0,10,91.0,9.0,8.0,10.0,10.0,9.0,8.0,7.57
1,52.36204,4.9442,2,1.0,1.0,1.0,3,60,0,0,0,0,10,100.0,10.0,10.0,10.0,10.0,9.0,9.0,3.87
1,52.394059999999996,4.94069,2,1.0,1.0,1.0,2,7,0,0,0,0,13,98.0,10.0,10.0,10.0,10.0,9.0,9.0,3.81
1,52.3547,4.83765,4,1.0,2.0,2.0,2,1125,0,0,0,0,16,98.0,10.0,9.0,10.0,10.0,9.0,9.0,4.05
1,52.36834,4.89152,1,1.0,0.0,1.0,5,1125,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
1,52.38392,4.88011,4,1.0,2.0,2.0,4,30,0,0,0,0,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.55
6,52.39846,4.89343,16,4.0,12.0,32.0,3,14,29,59,78,179,20,97.0,10.0,10.0,10.0,10.0,10.0,9.0,8.47
1,52.35197,4.99801,4,1.5,2.0,1.0,2,14,0,0,0,0,6,92.0,9.0,8.0,9.0,10.0,9.0,10.0,5.39
1,52.349920000000004,4.88773,2,2.0,1.0,1.0,2,1125,0,0,0,0,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.9
1,52.359790000000004,4.9393199999999995,2,1.0,1.0,1.0,2,1125,0,0,0,0,11,98.0,10.0,10.0,10.0,10.0,9.0,9.0,5.12
1,52.35372,4.93179,4,2.0,4.0,5.0,3,1125,0,0,0,0,14,100.0,10.0,10.0,9.0,10.0,10.0,10.0,4.66
1,52.341,4.91021,4,1.0,0.0,4.0,2,1125,0,0,0,0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.96
1,52.38341,4.8712599999999995,2,0.0,1.0,1.0,3,4,0,0,0,0,10,92.0,9.0,9.0,10.0,9.0,9.0,8.0,7.4
1,52.37549,4.8785099999999995,4,1.0,1.0,2.0,2,31,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81
1,52.378440000000005,4.88374,2,1.0,1.0,1.0,2,1125,0,0,0,0,2,80.0,8.0,8.0,8.0,9.0,8.0,8.0,3.81
1,52.41783,4.90054,4,1.5,2.0,2.0,2,7,0,0,15,26,30,94.0,10.0,9.0,10.0,10.0,9.0,9.0,5.04
2,52.35603,4.94466,4,1.0,3.0,3.0,3,1125,0,0,0,0,53,96.0,10.0,9.0,10.0,10.0,9.0,10.0,3.95
85,52.36395,4.926019999999999,2,1.0,1.0,1.0,2,365,0,0,0,0,10,94.0,10.0,10.0,8.0,9.0,10.0,9.0,4.85
0,52.3522,4.880240000000001,4,2.0,2.0,4.0,2,1125,0,0,0,0,10,96.0,8.0,9.0,10.0,10.0,10.0,10.0,7.49
1,52.324940000000005,4.8724300000000005,4,1.0,3.0,5.0,2,14,0,0,0,0,8,100.0,10.0,9.0,10.0,10.0,9.0,9.0,6.76
1,52.36925,4.91319,2,1.5,1.0,1.0,2,15,0,0,0,0,5,92.0,10.0,9.0,10.0,10.0,9.0,10.0,3.81
98,52.37833,4.85104,2,1.0,1.0,1.0,3,365,0,0,0,0,26,86.0,9.0,9.0,8.0,9.0,9.0,8.0,9.19
1,52.35727,4.91725,2,1.5,1.0,1.0,3,14,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.72
