id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
177,Tiny Home in the Heart of the City- ECO FRIENDLY,615,Joe,,Washington Virginia Vale,39.69753,-104.92588,Entire home/apt,75,1,78,2020-12-31,1.45,1,306
360,Sit in the Peaceful Garden of the Chickadee Cottage in LoHi,666,Jennifer & Giovanni,,Highland,39.76703,-105.00256,Entire home/apt,133,3,134,2021-01-04,4.45,2,58
364,Lodo / RiNo LOFT  via airport train,783,Jason,,Five Points,39.76551,-104.97902,Entire home/apt,179,185,87,2016-04-26,0.61,1,363
590,Comfortable  - and a great value!,933,Jill,,North Park Hill,39.75361,-104.91237,Private room,54,1,606,2020-09-01,4.20,2,168
592,private,933,Jill,,North Park Hill,39.75438,-104.91156,Private room,45,29,156,2020-11-08,1.07,2,146
686,Alexandra's Queen Bed Room LONG-TERM RENTAL,990,Alexandra,,North Capitol Hill,39.74503,-104.97756,Private room,48,30,254,2019-11-09,1.68,1,335
1940,Baker Studio Close to EVERYTHING,2150,Joanne,,Baker,39.71981,-104.99649,Entire home/apt,90,1,55,2021-01-01,1.12,1,154
31503,Highland Park Guest House,135298,Rick,,West Highland,39.76179,-105.02845,Entire home/apt,85,4,77,2020-12-30,0.61,1,365
39405,LoHi Secret garden at Mulberry Cottage Monthly,666,Jennifer & Giovanni,,Highland,39.76588,-105.00545,Entire home/apt,106,29,622,2020-12-26,4.87,2,1
81540,Affordable S. Denver Guest House,98912,Jess,,Overland,39.66787,-104.98969,Entire home/apt,77,3,175,2021-01-24,1.46,1,232
90307,Comfy King Size Room (Park Hill),489506,Doreen,,South Park Hill,39.74955,-104.93239,Private room,79,1,205,2021-01-03,1.85,3,20
172196,Luxury Wash Park Home Great for Families & Groups,526354,Michael,,Washington Park,39.69688,-104.96232,Entire home/apt,325,3,27,2021-01-01,0.24,1,69
192430,treetop view bedroom  east dwntwn ./  4-6 weeks,923646,Kate,,South Park Hill,39.7416,-104.93613,Private room,40,14,120,2020-12-23,1.04,1,137
217996,Highland Snug,10730,William,,Highland,39.75706,-105.01022,Private room,100,30,11,2017-08-06,0.17,1,295
236207,Denver Penthouse 5*Location DIA 33 Minutes $10.50,1238201,Dave,,Union Station,39.75475,-105.00533,Entire home/apt,165,30,63,2020-10-31,0.60,1,0
283162,2000 SF-Lodo Club Style Condo,1475137,Lee,,Union Station,39.75035,-104.99624,Entire home/apt,165,30,1,2018-07-03,0.03,1,331
364585,Washington Park Stunning Townhouse,930851,Nicholas,,Washington Park West,39.69859,-104.9813,Entire home/apt,210,29,141,2021-01-05,1.30,1,282
370209,Private room in the nest - w/bathroom,269892,Maura,,Baker,39.71816,-104.9962,Private room,55,30,99,2020-03-07,1.47,1,306
477016,Private room In the heart of Denver,10951,Tricia,,City Park West,39.7413,-104.96934,Private room,55,3,326,2020-10-19,3.12,1,62
521072,Downtown and Modern by Hospital.,2563107,Matthew,,City Park West,39.74428,-104.96285,Entire home/apt,111,60,203,2020-11-22,1.95,1,48
548897,"TreeHouseSuite, in Healing Center ~30 DAYS OR MORE",1313972,Heather,,City Park West,39.74032,-104.96,Private room,50,30,153,2020-12-16,1.57,3,307
575758,a REAL warehouse LOFT,2832150,Kerry,,Five Points,39.76746,-104.97948,Entire home/apt,200,180,38,2017-01-09,0.46,1,365
632709,1890 townhome in popular LoHi! 2018-BFN-0009355,2157095,Valerie,,Highland,39.76659,-105.00957,Entire home/apt,122,30,163,2020-03-13,1.77,1,29
676825,Beautiful Home in Charming Location,3440535,Krista,,Stapleton,39.75706,-104.88374,Entire home/apt,195,5,150,2021-01-23,1.48,1,109
715123,*** Hip Platt Park 1920 Bungalow,3654159,Dave & Lisa,,Platt Park,39.69565,-104.983,Entire home/apt,115,29,0,,,1,42
732845,"RiNo Breweries, Food, Music & Art just steps away!",3816358,John,,Five Points,39.75916,-104.98068,Entire home/apt,300,2,114,2020-10-12,1.13,1,222
746298,Urban Retreat with Private Bath,3915386,Mary,,Lowry Field,39.72345,-104.89731,Private room,58,5,86,2020-11-06,1.22,1,17
756594,Private lower level 2 bedroom suite,3638426,Ling & Chris,,South Park Hill,39.74156,-104.91633,Entire home/apt,80,2,295,2021-01-31,3.03,1,351
761858,2 Bedrooms - 2 King Size Beds (Park Hill),489506,Doreen,,South Park Hill,39.75006,-104.93265,Private room,180,1,18,2020-08-09,0.19,3,20
774712,ZEN! Best Location! Cute & Quiet. CLOROX CLEAN!,4087056,Jeanne,,City Park West,39.74245,-104.9681,Entire home/apt,59,30,32,2019-11-04,0.32,6,239
776434,Super-comfortable Modern Home 3 Bdr -Platt Park DU,3344763,Steve,,Platt Park,39.68389,-104.98076,Entire home/apt,188,3,81,2020-09-19,0.82,3,290
787456,Queen en suite in lovely Victorian,4150751,Pamela,,Congress Park,39.73433,-104.95666,Private room,74,1,369,2020-09-27,3.73,3,0
834896,Dwell Contender!On Park! Walk Score 10+-Dog OK-,4366942,Nan,,City Park West,39.74965,-104.96088,Entire home/apt,105,30,73,2021-01-01,0.77,5,87
852934,Peaceful Artist Oasis 2BR easy access Downtown,4452973,Vivian & Tom,,Goldsmith,39.67548,-104.92997,Entire home/apt,68,1,259,2021-01-23,2.76,1,359
921485,Stylish & Historic LoHi Loft w/ Views and Parking,3378084,Alexandra,,Highland,39.75893,-105.01637,Entire home/apt,120,29,60,2021-01-28,0.63,2,238
958612,DENVER  2BD/2BA SUITE MOUNTAIN VIEW GREAT LOCATION,5216325,Julia,,CBD,39.74646,-104.99688,Entire home/apt,295,30,11,2019-08-02,0.13,4,310
1004131,Stapleton Carriage House,4745285,Sean,,Stapleton,39.76001,-104.86888,Entire home/apt,125,21,24,2020-12-11,0.26,1,0
1041934,"Private apt in Berkeley, MTN Views!",5811115,Annette,,Berkeley,39.78185,-105.03972,Entire home/apt,165,30,28,2020-08-31,0.31,4,310
1042331,Beautiful Apt in Berkeley/Highlands,5811115,Annette,,Berkeley,39.78166,-105.03975,Entire home/apt,145,30,39,2020-12-01,0.41,4,282
1069351,Historic Denver Bungalow- 30+ day rentals only,3577356,Bonnie,,Sunnyside,39.7738,-105.00937,Entire home/apt,100,30,5,2018-11-17,0.05,1,200
1074386,1BR/1BA Santa Fe Arts District Home,5910663,Tony,,Lincoln Park,39.72771,-104.99788,Entire home/apt,151,2,49,2021-01-16,0.53,3,267
1143676,Modern Sizzle-New-Across from City Park-! Superb!,4366942,Nan,,City Park West,39.74825,-104.96023,Entire home/apt,120,30,41,2020-12-19,0.44,5,123
1153002,Comforts of Home in RiNO - 3bd/2ba,192640,Kim,,Cole,39.76804,-104.97044,Entire home/apt,136,30,54,2016-05-08,0.58,3,31
1189999,Private Spacious Apt in Highlands/Denver,6504908,Mike,,West Highland,39.7675,-105.04356,Entire home/apt,70,2,164,2020-03-14,1.78,1,0
1220547,Sunny Southwest Exposure! Brooks Tower One-Bed 5A,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,56,30,1,2013-06-23,0.01,24,156
1223593,Sweet and sunny in Capitol Hill,6674631,Cynthia,,Cheesman Park,39.73684,-104.96974,Private room,68,28,154,2021-01-09,1.72,3,319
1223612,Suite of rooms in Capitol Hill,6674631,Cynthia,,Cheesman Park,39.73206,-104.96918,Private room,58,28,176,2020-08-16,1.89,3,334
1236000,Sunny studio! Brooks Tower 5B,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,58,30,10,2020-12-21,0.11,24,196
1240215,Fully furnished downtown apt! Brooks Tower 5G,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,53,30,6,2020-11-03,0.07,24,121
1243170,"Artsy Home - Queen Bed, Private Ba",192640,Kim,,Cole,39.76803,-104.96903,Private room,47,30,9,2016-03-10,0.12,3,30
1279362,City Living! Brooks Tower 5M,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,58,30,9,2019-06-30,0.10,24,117
1288109,Downtown Studio w/Great Location: Brooks Tower 4M,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,58,30,4,2018-01-14,0.04,24,136
1288126,Spacious Studio! Brooks Tower 6B,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,58,30,9,2020-12-14,0.10,24,117
1291655,Downtown Studio w/private balcony! Brooks Tower 4F,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,52,30,8,2020-11-08,0.09,24,100
1309159,Logan Square Studio,1001851,Joe,,Capitol Hill,39.73429,-104.98352,Entire home/apt,199,30,54,2020-12-23,0.59,1,186
1311993,Downtown Apt - Clean & Convenient! Brooks Tower 5I,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,59,30,9,2020-11-01,0.10,24,151
1315790,Downtown 2x2 w/sunny exposure! Brooks Tower 6L,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,98,30,10,2020-10-17,0.11,24,200
1315816,Downtown 2x2 w/rooftop pool! Brooks Tower 4L,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,68,30,4,2020-09-01,0.05,24,200
1315853,Downtown One-Bed Apt w/Balcony! Brooks Tower 4G,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,53,30,1,2015-07-07,0.01,24,54
1320470,Downtown living! Brooks Tower 4H,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,78,30,7,2021-01-01,0.08,24,191
1327856,Two-Story Open Condo with GREAT Outdoor Rooftop!,7206373,Leila And Alex,,Capitol Hill,39.73484,-104.98193,Entire home/apt,171,2,146,2021-01-10,1.62,1,1
1339305,Furnished Downtown Denver One-Bed! Brooks Tower 5H,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,65,30,4,2020-12-04,0.06,24,40
1339519,Spacious One Bedroom w/Balcony: Brooks Tower 4A,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,56,30,4,2020-11-30,0.04,24,152
1339536,Downtown Apt w/Private Balcony! Brooks Tower 6N,6658113,Ann,,CBD,39.74634,-104.99678,Entire home/apt,65,30,3,2017-07-10,0.06,24,151
1363517,Gem in the Highlands,7400665,Jessi,,Highland,39.76497,-105.02244,Entire home/apt,92,1,86,2020-12-30,0.94,1,57
1454673,2 Bdrm Suite in Victorian (Denver Botanic Gardens),4150751,Pamela,,Congress Park,39.73439,-104.95807,Private room,102,1,133,2020-09-08,1.89,3,0
1529804,Bright & Cosy Studio Near Shops and Restaurants,8157870,Rachel,,Berkeley,39.77873,-105.02739,Entire home/apt,62,1,161,2021-01-29,3.12,1,68
1581384,West Highlands Sweet Retreat!,8410190,Deanna,,West Highland,39.76794,-105.05151,Entire home/apt,110,30,70,2020-12-16,0.80,5,265
1583103,W. Wash Park Artist Bungalow,8428229,Christina,,Speer,39.71954,-104.98346,Entire home/apt,108,30,24,2021-01-03,0.83,3,10
1622963,Curated & Comfy Home in Lohi/Highlands,8630750,Tanya,,Highland,39.76459,-105.01708,Entire home/apt,125,2,121,2021-01-18,1.45,1,44
1637744,Park Hill Denver: Shady Retreat,8697449,Jennifer,,South Park Hill,39.74252,-104.90985,Private room,60,31,37,2019-12-15,0.54,1,245
1641476,Charming 1890's Victorian Cottage by Sloan's Lake,8714815,Allison,,Sloan Lake,39.75276,-105.05175,Entire home/apt,196,3,32,2020-10-24,0.79,1,120
1737365,Stylish & Historic LoHi Loft on Wyandot,3378084,Alexandra,,Highland,39.75878,-105.01353,Entire home/apt,120,29,67,2020-08-21,0.77,2,0
1785877,Cozy and Convenient in Capitol Hill,6674631,Cynthia,,Cheesman Park,39.73705,-104.96834,Private room,56,29,164,2020-11-15,1.85,3,0
1792152,Peaceful Retreat in Congress Park,9402581,Rita,,Congress Park,39.73404,-104.94654,Private room,78,2,248,2020-11-15,2.94,2,338
1801950,Best Location HUGE 1 bedroom loft,9447036,Zach,,CBD,39.74569,-104.99202,Entire home/apt,236,2,231,2021-01-19,3.02,2,160
1900638,MasterBdrm&PrivateBath*LadiesOnly*WalkDU&PorterHos,9869829,Barbara,,University,39.66697,-104.96458,Private room,35,10,86,2020-02-01,1.00,3,0
1901266,PrivateBdrmShareBath*LadiesOnly*Walk DU&PorterHos,9869829,Barbara,,University,39.66793,-104.96606,Private room,25,10,88,2020-09-30,1.05,3,211
1905596,"Charming, cozy, private hideaway",5811115,Annette,,Berkeley,39.78125,-105.03799,Entire home/apt,110,30,68,2020-06-02,0.79,4,322
1915301,Modern LoHi Townhome | Panoramic Rooftop Views,9933778,Kelvin,,Sunnyside,39.76939,-105.01169,Entire home/apt,383,3,11,2020-10-11,0.73,1,0
1955800,High-Rise Condo in Heart of Denver,10109001,Joey,,CBD,39.74505,-104.99459,Entire home/apt,200,29,15,2018-08-31,0.17,1,178
1959836,Artist Cottage in Denver,10033473,Anne,,Clayton,39.76493,-104.95783,Private room,39,30,297,2019-11-04,3.42,1,0
1959918,Inviting Re-Imagined Row House with Yard,438129,Mike,,Lincoln Park,39.73648,-105.0008,Entire home/apt,100,1,485,2021-01-30,6.41,1,137
1966103,Wash Park/DU • 10 Mins Downtown • Family Friendly,9597571,Jon & Irene,,Platt Park,39.67953,-104.98035,Entire home/apt,150,29,8,2020-07-21,0.14,2,109
2104774,"HOT! Best Location.  Cozy, quiet. CLOROX CLEAN!",4087056,Jeanne,,City Park West,39.74245,-104.9681,Entire home/apt,58,30,46,2021-01-02,0.67,6,337
2119667,Architect Owned Unique Retreat in the Art District,10535707,Nicole,,Lincoln Park,39.73499,-105.00108,Entire home/apt,258,29,410,2021-01-03,4.79,1,313
2139342,Designer Home Away From Home,10917089,Jeffrey,,Hilltop,39.72061,-104.91187,Entire home/apt,85,30,152,2021-01-02,1.78,5,254
2175370,PrivateBdrmShare Bath*LadiesOnly*Walk DU&PorterHos,9869829,Barbara,,University,39.66636,-104.96569,Private room,25,10,60,2019-11-17,0.71,3,0
2216969,Modern Studio,10917089,Jeffrey,,Hilltop,39.72202,-104.91177,Entire home/apt,60,30,144,2020-08-05,2.25,5,289
2232323,"Cozy Cottage in the Country Club,",11393480,Darrow,,Country Club,39.72203,-104.96623,Entire home/apt,260,5,75,2021-01-09,0.90,1,325
2239191,"Spacious victorian, bright and airy near downtown.",1239512,Zorab,,Clayton,39.76664,-104.95477,Entire home/apt,178,3,60,2021-01-02,0.87,1,365
2243316,"BEST! Location, open, quiet, CLOROX CLEAN!",4087056,Jeanne,,City Park West,39.74245,-104.9681,Entire home/apt,60,30,24,2020-11-15,0.29,6,325
2267500,Quiet Highlands Cottage,7961148,Cory,,West Highland,39.76485,-105.03541,Entire home/apt,115,29,246,2019-09-21,2.94,1,35
2361919,The Cloisters at Berkeley,5811115,Annette,,Berkeley,39.78009,-105.03965,Entire home/apt,70,30,37,2020-01-31,0.44,4,270
2386289,Sunny Sky Loft in Highlands,184771,Melanie,,West Highland,39.76631,-105.0336,Entire home/apt,130,3,93,2020-10-12,1.20,1,16
2441900,Remodeled Victorian Condo!,12482307,Jeremy,,City Park West,39.74496,-104.96925,Entire home/apt,48,90,3,2014-05-08,0.04,2,270
2466830,HISTORIC COTTAGE IN BONNIE BRAE,6896064,Greg,,Cory - Merrill,39.68889,-104.95642,Entire home/apt,300,1,8,2020-11-17,0.14,1,363
2467260,Great location! 2 BR BSMNT Apt in City Park South,11000035,Ryan,,City Park,39.74241,-104.95097,Entire home/apt,95,1,426,2021-01-10,5.18,1,73
2487185,Beautiful!! Just Minutes from Downtown!  Hot Tub!,4706233,Jeffrey,,Athmar Park,39.70434,-105.0102,Entire home/apt,199,3,12,2020-11-08,0.29,3,0
2599115,Brand New Modern Stapleton Home,10128382,Kerry,,Stapleton,39.75642,-104.85848,Entire home/apt,187,2,141,2021-01-17,1.71,1,333
2653512,Amazing Guesthouse-Perfect Lohi/Highland Location,5817350,Marcie,,Highland,39.76382,-105.01973,Entire home/apt,129,2,158,2020-12-31,2.20,1,335
2776307,Highlands Mansion:,14198677,Joel,,Highland,39.76777,-105.01804,Private room,163,1,146,2018-03-31,1.80,6,364
2817786,Private Queen Room w Ensuite Bath,14414164,Mary,,Five Points,39.74744,-104.97724,Private room,74,2,147,2019-09-17,1.80,1,276
2822651,"Cozy, Convenient Condo in Cherry Creek",14439826,Ian,,Washington Virginia Vale,39.70044,-104.93019,Entire home/apt,117,30,27,2020-11-07,0.62,2,106
2827887,Cozy Cottage in Lower Highlands 2BR,5181201,Danno & Rachel,,Highland,39.76647,-105.00288,Entire home/apt,150,30,20,2016-10-18,0.26,3,232
2875696,"Cozy condo, 700 sq ft. near Lowry",14699024,Julie,,Lowry Field,39.70942,-104.88932,Entire home/apt,75,180,13,2020-08-08,0.16,1,344
2908978,Peaceful Queen in Congress Park,9402581,Rita,,Congress Park,39.73261,-104.94861,Private room,79,2,203,2020-11-15,2.57,2,361
2942068,Cozy Cottage in Lo Highlands Mr bed,5181201,Danno & Rachel,,Highland,39.76661,-105.00212,Private room,106,30,10,2016-09-11,0.13,3,230
2957097,Minutes from Downtown!  Beautifully Remodeled!,4706233,Jeffrey,,Athmar Park,39.70519,-105.0113,Entire home/apt,199,3,127,2021-01-30,1.57,3,271
2975710,Sloan's Lake Highlands Bungalow,15178224,Jennifer,,Sloan Lake,39.7584,-105.04613,Entire home/apt,250,29,18,2021-01-24,0.23,1,182
2979736,Large designer house near downtown!  Walk to all!,14178014,John,,Baker,39.72515,-104.99193,Entire home/apt,436,1,125,2021-01-03,1.53,4,175
2998222,Quiet Kirk Street Vacation Rental,15283636,Dong,,Gateway - Green Valley Ranch,39.78091,-104.74517,Entire home/apt,311,2,41,2021-01-03,0.51,1,363
3094167,In the Heart of Highlands -  Staycation Retreat!!!,8410190,Deanna,,West Highland,39.7626,-105.03546,Entire home/apt,122,30,31,2016-10-24,0.38,5,139
3138055,Classic Home on Capitol Hill,15933305,Sarah,,Capitol Hill,39.73078,-104.97818,Entire home/apt,185,3,21,2021-01-03,0.67,1,88
3150813,Modern Urban Oasis in Rino,135470,Mark,,Cole,39.76931,-104.96503,Entire home/apt,488,1,193,2021-01-15,2.40,1,357
3183154,2 BD House in Lower Highland,13796890,German,,Highland,39.76691,-105.00186,Entire home/apt,125,5,36,2020-12-26,0.47,1,0
3231657,Authentic loft in Lodo across from Union Station,16356824,Claus,,Union Station,39.75232,-104.99802,Entire home/apt,190,30,37,2020-03-31,0.46,2,0
3280195,4 BR Close to Downtown & Cheesman / City Park,16579406,Daniel,,Congress Park,39.73695,-104.94698,Entire home/apt,499,3,3,2020-12-19,0.23,2,258
3334447,"Gorgeous 2 BR, 2 BA Townhome!",16835411,Sarah,,Five Points,39.74984,-104.97711,Entire home/apt,123,4,68,2020-12-27,0.85,1,28
3338717,Private basement apartment on park.,16853725,Nanci,,Rosedale,39.67525,-104.97746,Entire home/apt,93,2,104,2021-01-01,1.29,1,269
3341556,1BD City Park Carriage House,16865529,Tim,,Five Points,39.75154,-104.97376,Entire home/apt,55,30,21,2020-12-21,0.27,2,189
3349024,RiNo/City Park Family Home with a Gym,16791762,Dawnelle,,Clayton,39.76466,-104.95949,Entire home/apt,150,5,125,2021-01-17,2.20,1,134
3404692,Modern Oasis Near RiNo Arts District,180156649,Jacob,,Whittier,39.75797,-104.96679,Entire home/apt,220,2,106,2020-11-01,1.33,1,1
3458369,Carriage House-Highlands Square,12969161,Jamie,,West Highland,39.76145,-105.03694,Entire home/apt,73,30,254,2020-10-20,3.18,1,119
3463164,"CountryClub home, Quiet, Safe, Gated, Exclusive",10105976,Mike And Molly,,Fort Logan,39.64279,-105.06523,Private room,77,31,12,2019-05-17,0.18,1,88
3479122,Unique 3-Level Loft in Famous Ballpark Neighborhood,17524202,Sam,,Five Points,39.75332,-104.98809,Entire home/apt,105,30,481,2020-06-02,6.00,1,254
3487191,Carriage House in Historic Baker,9806411,Nathen,,Baker,39.72333,-104.98989,Entire home/apt,139,4,234,2020-03-20,3.01,1,142
3495498,In Highlands w/Garage!,17599678,Mallory,,Sunnyside,39.77076,-105.02362,Entire home/apt,179,29,118,2020-12-26,1.51,1,96
3561443,SunnysideSweetSpot:Close In:420: 1BR/1BA,12145221,Michael,,Sunnyside,39.77108,-105.02106,Entire home/apt,406,30,15,2019-01-01,0.22,2,67
3562277,Newly remodeled ground level basement 3 BR,17831791,Michelle,,University,39.66446,-104.96821,Private room,125,31,10,2020-08-16,0.13,1,364
3605358,Room/Bath in Historic Mansion,18168193,Georgia,,Capitol Hill,39.73311,-104.98062,Private room,115,1,172,2020-10-18,2.17,1,306
3685552,"SkyView Loft, in Healing Center ~ 30 DAYS OR MORE",1313972,Heather,,City Park West,39.74025,-104.96027,Entire home/apt,80,30,95,2020-11-25,1.23,3,324
3760606,The Hen House of Highlands Sunnyside,2943530,Kodie,,Highland,39.76848,-105.01791,Entire home/apt,102,2,350,2021-01-21,4.43,1,257
3791631,Bell's MidMod Convent - Den Central,5319813,Isabelle,,Athmar Park,39.70959,-105.00441,Entire home/apt,250,29,35,2020-06-18,0.45,2,153
3799043,City Park Garden Level - 30 day plus,10010242,Jon,,Skyland,39.75948,-104.95782,Entire home/apt,63,30,144,2017-10-08,1.88,1,105
3828739,"Best Loft in Denver, Lodo",16356824,Claus,,Union Station,39.75368,-104.99825,Entire home/apt,750,30,3,2016-05-31,0.04,2,320
3829793,Modern 1 Bed / 1 Bath Apartment in Uptown,2537989,Kristin,,North Capitol Hill,39.74523,-104.97887,Entire home/apt,110,60,5,2020-09-24,0.06,1,298
3913292,New Reno! Huge 3 story walkable uptown loc+ garage,11341423,Corey,,City Park West,39.74305,-104.96799,Entire home/apt,123,29,154,2020-10-01,1.97,1,306
3939645,5 Min to Downtown - Cozy Twin Room,192640,Kim,,Cole,39.76993,-104.96901,Private room,40,30,11,2015-08-30,0.14,3,30
3960763,Your  Denver Get Away!  3 bedroom 2 bath house.,20525963,Julie,,Platt Park,39.68912,-104.98684,Entire home/apt,170,29,28,2019-07-08,0.36,1,92
4052272,The Spectrum Inn,18930052,Nikki & James,,Skyland,39.76048,-104.94952,Entire home/apt,73,3,156,2019-08-15,2.04,1,337
4077803,Unbeatable Location to Work Remote!,12145221,Michael,,Sunnyside,39.7706,-105.01995,Entire home/apt,235,30,41,2019-03-21,0.58,2,59
4080404,Relax on City Park + Barrel Steam Sauna + Hot Tub,11706428,Aaron,,Skyland,39.75501,-104.9551,Entire home/apt,159,2,82,2021-01-24,4.09,1,35
4121643,own bed and bath,21380104,Mik,,Windsor,39.70849,-104.89129,Private room,28,30,13,2018-05-31,0.17,1,0
4121807,Beautiful home in Wash/Platt Park,5326121,Colby,,Platt Park,39.69032,-104.9873,Private room,69,29,99,2020-08-09,1.28,1,365
4137490,40th Floor with Endless Mountain & City Views,860762,Corey,,CBD,39.74458,-104.99588,Entire home/apt,190,30,6,2021-01-08,0.22,1,242
4219371,"Newly Renovated 1890 Denver Queen Anne, sleeps 10",11054215,Dawn & Jacob,,Baker,39.71861,-104.99062,Entire home/apt,529,3,58,2020-09-27,0.82,1,62
4227772,Artsy & Cozy private 1 bed/1 bath,7917076,Lynne,,Five Points,39.76226,-104.97368,Entire home/apt,135,1,453,2021-01-18,5.88,1,76
4236002,Modern Historic Carriage House in Central Denver,21982508,Jb,,North Park Hill,39.75194,-104.91991,Entire home/apt,119,2,359,2021-01-26,4.70,1,142
4241536,Cozy-Cool Highlands Cottage,22009424,Carlos,,West Highland,39.76346,-105.0311,Entire home/apt,100,30,23,2020-12-07,0.31,1,256
4263504,Charming City Park Bungalow near Coffee Shop,22130508,Melissa,,Whittier,39.75286,-104.96613,Entire home/apt,189,4,57,2020-01-01,0.76,1,0
4284131,A Modern Downtown Condo by Hospital,22217150,Keith,,City Park West,39.74619,-104.96732,Entire home/apt,110,30,42,2020-05-22,0.55,1,335
4288813,Historic & Fresh Home in RiNo,21152797,Hilary,,Five Points,39.75708,-104.98178,Entire home/apt,144,30,412,2020-12-21,5.38,1,32
4294257,Full of Character AND Comfortable !,22292048,Travis,,Congress Park,39.73975,-104.94838,Entire home/apt,107,1,357,2021-01-31,4.68,1,76
4295637,Living Room For Rent in 1 BR Apt,22299710,Al,,West Colfax,39.74034,-105.02864,Private room,60,29,0,,,1,0
4350594,Kid Friendly Home-Great Location with Sauna,245393,Melissa,,Hale,39.73116,-104.92238,Entire home/apt,175,29,10,2020-12-06,0.15,1,0
4383018,Cozy Congress Park House with great walk-ability!,2214085,Sarah,,Congress Park,39.73725,-104.94448,Entire home/apt,140,2,45,2020-09-21,0.85,1,15
4384783,Sunny Condo! Close To Downtown!,9597571,Jon & Irene,,Hale,39.731,-104.93324,Entire home/apt,78,29,29,2020-12-29,0.43,2,180
4416289,CHERRY CREEK NORTH! Long-Term Only (30+Days),22922907,David,,Cherry Creek,39.72527,-104.95706,Entire home/apt,125,30,12,2019-08-05,0.16,1,152
4504068,1910 Bungalow in Park Hill (2016-BFN-0008399),7199287,David And Virginia,,South Park Hill,39.75096,-104.92659,Private room,95,2,248,2020-11-28,3.43,1,355
4545539,Updated Downtown Apartment in Baker with Off-Street Parking,23466084,Tyler,,Baker,39.71806,-104.99032,Entire home/apt,107,2,309,2021-01-26,4.10,1,72
4556950,☀░ Downtown High Rise SPIRE - Furnished 1br ☀,23623049,Scott,,CBD,39.74573,-104.99661,Entire home/apt,75,60,2,2019-04-16,0.06,1,261
4556956,Exceptional Loft Living,7447790,Rick/Ali,,Union Station,39.75773,-105.00295,Entire home/apt,130,30,1,2019-03-04,0.04,1,65
4574082,Entire home available/pet friendly,8264792,Sheila,,Hilltop,39.72327,-104.90365,Entire home/apt,229,3,139,2021-01-02,1.88,1,272
4604416,Uptown Modern Victorian Condo,4045359,Tim,,North Capitol Hill,39.74317,-104.97397,Entire home/apt,105,30,29,2021-01-02,0.40,1,249
4617226,Warm & Inviting Home in a Great Location,3807039,Josh,,Washington Virginia Vale,39.70648,-104.9293,Private room,110,2,35,2021-01-09,2.92,3,129
4637460,Charming Victorian in Curtis Park,10843433,Edric,,Five Points,39.75553,-104.98156,Entire home/apt,175,2,38,2020-10-31,0.51,1,248
4638352,Cozy Studio in Berkeley/Highlands--Denver's Best!,11850286,Portia,,Berkeley,39.77037,-105.04803,Entire home/apt,68,2,295,2021-01-25,4.10,1,184
4671545,WIN! Best location*Quiet*Balcony*  CLOROX CLEAN!,4087056,Jeanne,,City Park West,39.74245,-104.9681,Entire home/apt,52,30,37,2020-10-31,0.52,6,233
4671735,ExecCornerPenthouse-the BEST views,24166267,Patrick,,North Capitol Hill,39.74749,-104.98016,Entire home/apt,144,90,0,,,1,338
4718459,Victorian 1BR Apt Sobo/Baker/W Wash,8428229,Christina,,Speer,39.71858,-104.98438,Entire home/apt,72,29,40,2020-12-30,0.54,3,330
4727890,Denver's Santa Fe Arts District,5910663,Tony,,Lincoln Park,39.72575,-104.99753,Entire home/apt,130,30,70,2020-10-23,0.94,3,263
4753876,RiNo Den,24532369,Ryan & Tina,,Five Points,39.75663,-104.98482,Entire home/apt,90,2,335,2021-01-10,5.47,1,297
4758581,1938 Updated Park Hill 4 bedroom,24554268,Mark,,South Park Hill,39.75051,-104.91251,Entire home/apt,350,4,9,2018-09-04,0.15,1,307
4766503,Completely Private Spacious Studio on Bear Creek!,23195393,Laurel And Paul,,Bear Valley,39.65697,-105.06602,Entire home/apt,70,7,259,2020-11-15,3.61,1,160
4817072,LoHi Denver Cozy Cottage 2BD,3404287,Matt,,Highland,39.76098,-105.01192,Entire home/apt,111,1,266,2021-01-07,3.62,1,323
4896381,Gorgeous Governor's Park Apartment,2352614,Katey,,Speer,39.72701,-104.98116,Entire home/apt,85,30,59,2020-08-15,0.80,1,305
4951295,Urban Nest in ❤️ of Denver,30972487,Sabrina,,City Park West,39.74205,-104.96191,Entire home/apt,95,1,191,2020-12-29,2.92,11,359
